week,date,ID,treat,totalmass,bagmass,mass,original_mass_2_27,SVL,deltamass,percentofstartweight,percentgrowthrate,notes,crickseaten,cricksfed,propcrick,percpercgrowthrate
2,3_6_2019,27,1.35,13.75,7.7,6.05,6.05,58.2,0,1,1,,,,,
2,3_6_2019,49,1.35,14.35,7.75,6.6,6.5,60,0.1,1.015384615,1.015384615,,,,,
2,3_6_2019,58,1.35,15.1,7.75,7.35,7.5,63.8,-0.15,0.98,0.98,,,,,
2,3_6_2019,66,1.35,13.15,7.75,5.4,5.35,55.6,0.05,1.009345794,1.009345794,,,,,
2,3_6_2019,77,1.35,14.55,7.75,6.8,6.75,60.6,0.05,1.007407407,1.007407407,,,,,
2,3_6_2019,78,1.35,13.75,7.75,6,5.5,58.8,0.5,1.090909091,1.090909091,,,,,
2,3_6_2019,82,1.35,13.6,7.7,5.9,5.3,56.4,0.6,1.113207547,1.113207547,,,,,
3,3_13_2019,11,0,12.9,7.7,5.2,5.35,58.4,-0.4,0.971962617,0.928571429,,,,,0.887117347
3,3_13_2019,23,0,17.3,7.7,9.6,8.8,60.5,0.05,1.090909091,1.005235602,,,,,0.926290397
3,3_13_2019,29,0,13.75,7.7,6.05,5.8,58.2,0.35,1.043103448,1.061403509,,,,,1.080024623
3,3_13_2019,33,0,15.45,7.7,7.75,8.2,60.8,0.1,0.945121951,1.013071895,,,,,1.08590713
3,3_13_2019,35,0,13.9,7.7,6.2,6.35,57.3,-0.25,0.976377953,0.96124031,,,,,0.94633736
3,3_13_2019,36,0,15,7.7,7.3,7.15,56,0.1,1.020979021,1.013888889,,,,,1.006847994
3,3_13_2019,37,0,13.75,7.7,6.05,6.35,56.3,-0.3,0.952755906,0.952755906,,,,,0.952755906
3,3_13_2019,45,0,14.7,7.7,7,6.8,58,0.25,1.029411765,1.037037037,,,,,1.044718793
3,3_13_2019,50,0,13,7.65,5.35,5.6,54.8,-0.25,0.955357143,0.955357143,,,,,0.955357143
3,3_13_2019,75,0,13.2,7.7,5.5,4.75,56,0.75,1.157894737,1.157894737,,,,,NA
3,3_13_2019,8,0.05,14.95,7.65,7.3,6.95,56.3,-0.1,1.050359712,0.986486486,,,,,0.926497443
3,3_13_2019,30,0.05,15.5,7.65,7.85,7.65,60.8,0.45,1.026143791,1.060810811,,,,,1.096649015
3,3_13_2019,34,0.05,15.85,7.65,8.2,7.8,58.4,0.25,1.051282051,1.031446541,,,,,1.011985286
3,3_13_2019,43,0.05,13.95,7.65,6.3,6.1,57.1,0.4,1.032786885,1.06779661,,,,,1.103993105
3,3_13_2019,53,0.05,12.95,7.7,5.25,5.2,57.9,0.35,1.009615385,1.071428571,,,,,1.137026239
3,3_13_2019,55,0.05,13.95,7.7,6.25,5.75,58.8,0.15,1.086956522,1.024590164,,,,,0.965802204
