date,massevent,time,group,dose,lizID,startmass,totalmass,bagmass,lizmass,deltalizardmass,percentofstartweight,percentgrowthrate,Notes,
5/2/2018,11,,B-3,cont,31,1.95,,7.7,,,0,0,,
5/2/2018,11,,B-3,PFOS,7,3.65,11.9,7.7,4.2,0.35,1.150684932,1.090909091,,
5/2/2018,11,,B-3,PFOS,11,2.5,11.4,7.7,3.7,0.3,1.48,1.088235294,,
5/2/2018,11,,B-3,PFOS,16,1.9,10.95,7.7,3.25,0.55,1.710526316,1.203703704,,
5/2/2018,11,,B-3,PFOS,21,3.7,12.2,7.7,4.5,0.75,1.216216216,1.2,,
5/2/2018,11,,B-3,PFOS,22,3.35,11.2,7.7,3.5,0.55,1.044776119,1.186440678,,
5/2/2018,11,,B-3,PFOS,26,5.35,11.95,7.7,4.25,0.3,0.794392523,1.075949367,,
5/2/2018,11,,B-3,PFOS,29,1.4,9.45,7.7,1.75,0.15,1.25,1.09375,,
5/9/2018,12,,B-3,cont,3,5.2,12.15,7.7,4.45,-0.05,0.855769231,0.988888889,,
5/9/2018,12,,B-3,cont,4,2.8,10.85,7.7,3.15,-0.4,1.125,0.887323944,,
5/9/2018,12,,B-3,cont,8,1.3,9.8,7.7,2.1,-0.1,1.615384615,0.954545455,,
5/9/2018,12,,B-3,cont,12,2.1,10.15,7.7,2.45,-0.25,1.166666667,0.907407407,,
5/9/2018,12,,B-3,cont,17,1.45,10.25,7.7,2.55,-0.25,1.75862069,0.910714286,,
5/9/2018,12,,B-3,cont,20,5.25,11.85,7.7,4.15,-0.65,0.79047619,0.864583333,,
5/9/2018,12,,B-3,cont,24,3.35,11.55,7.7,3.85,-0.4,1.149253731,0.905882353,,
5/9/2018,12,,B-3,cont,27,1.55,10.15,7.7,2.45,0.05,1.580645161,1.020833333,,
5/9/2018,12,,B-3,cont,,,,,,,,,,
5/9/2018,12,,B-3,PFOS,7,3.65,11.55,7.7,3.85,-0.35,1.054794521,0.916666667,,
5/9/2018,12,,B-3,PFOS,11,2.5,11.2,7.7,3.5,-0.2,1.4,0.945945946,,
5/9/2018,12,,B-3,PFOS,16,1.9,10.65,7.7,2.95,-0.3,1.552631579,0.907692308,,
5/9/2018,12,,B-3,PFOS,21,3.7,11.5,7.7,3.8,-0.7,1.027027027,0.844444444,,
5/9/2018,12,,B-3,PFOS,22,3.35,10.75,7.7,3.05,-0.45,0.910447761,0.871428571,,
5/9/2018,12,,B-3,PFOS,26,5.35,11.4,7.7,3.7,-0.55,0.691588785,0.870588235,,
5/9/2018,12,,B-3,PFOS,29,1.4,9.3,7.7,1.6,-0.15,1.142857143,0.914285714,,
