week,date,ID,room,sex,totalmass,originalmass,bagmass,mass,SVL,deltalizardmass,percentofstartweight,percentgrowthrate,notes,pregnant,eggorplug,treat,deltastartmass,weeklymeanmass,weeklymeanSVL,weeklyMi,percentMi,percent1stMi,
3,8/29/2018,33,A,m,14,5.95,7.75,6.25,58.7,0.4,1.050420168,1.068376068,,n,n,2,0.3,3.761904762,50.15853659,3.45913361,1.342961908,1.148244,
3,8/29/2018,34,A,m,14.15,6.15,7.75,6.4,60.5,0.3,1.040650407,1.049180328,,n,n,2,0.25,3.761904762,50.15853659,3.161705105,0.939200649,0.796300923,
3,8/29/2018,35,A,m,14.45,6.4,7.75,6.7,61.8,0.05,1.046875,1.007518797,,n,n,0.02,0.3,3.761904762,50.15853659,3.055498991,0.879446044,0.802125707,
3,8/29/2018,36,A,m,13.35,5.65,7.75,5.6,57.4,0.25,0.991150442,1.046728972,,n,n,0,-0.05,3.761904762,50.15853659,3.371820278,1.184599098,1.065774819,
3,8/29/2018,37,A,m,14.55,6,8.25,6.3,NA,0.35,1.05,1.058823529,,n,n,0,0.3,3.761904762,50.15853659,NA,NA,NA,
3,8/29/2018,38,A,m,13.8,5.65,8.25,5.55,NA,-0.3,0.982300885,0.948717949,,n,n,0,-0.1,3.761904762,50.15853659,NA,NA,NA,
3,8/29/2018,40,B,m,14.35,6.4,7.75,6.6,60.3,0,1.03125,1,,n,n,0,0.2,3.761904762,50.15853659,3.301377417,1.022570095,1.087491995,
3,8/29/2018,41,B,f,9.9,2.25,7.75,2.15,42.9,-0.1,0.955555556,0.955555556,,y,n,0.02,-0.1,3.761904762,50.15853659,3.871016422,1.029695757,0.74778907,
3,8/29/2018,42,B,f,9.6,1.85,7.75,1.85,43.6,-0.25,1,0.880952381,,n,n,2,0,3.761904762,50.15853659,3.13411633,0.793876018,0.858442983,
3,8/29/2018,43,B,f,9.65,2.05,7.8,1.85,40.1,0.45,0.902439024,1.321428571,,n,n,2,-0.2,3.761904762,50.15853659,4.293690082,1.805316491,1.362255573,
3,8/29/2018,44,B,m,12.35,4.35,7.75,4.6,53.1,0.1,1.057471264,1.022222222,,n,n,0,0.25,3.761904762,50.15853659,3.712375971,1.129647595,1.084197792,
3,8/29/2018,45,B,m,11.65,3.4,8.25,3.4,NA,0.05,1,1.014925373,,n,n,0,0,3.761904762,50.15853659,NA,NA,NA,
3,8/29/2018,48,B,f,8.95,1.2,7.75,1.2,36.4,-0.15,1,0.888888889,,n,n,0.02,0,3.761904762,50.15853659,4.008685009,1.002101605,0.983148472,
3,8/29/2018,49,B,f,8.85,1.4,7.75,1.1,38.7,-0.15,0.785714286,0.88,,n,n,0.02,-0.3,3.761904762,50.15853659,2.918170482,0.908533786,0.763557166,
3,8/29/2018,52,B,f,9.3,1.85,7.9,1.4,39,-0.05,0.756756757,0.965517241,,n,n,0.2,-0.45,3.761904762,50.15853659,3.60769595,0.799700903,1.010842113,
3,8/29/2018,53,B,f,10.1,2.2,7.75,2.35,47,0.35,1.068181818,1.175,,n,n,0.2,0.15,3.761904762,50.15853659,3.001444955,0.990806232,0.965777425,
3,8/29/2018,54,B,f,9.8,1.75,7.75,2.05,42.6,-0.3,1.171428571,0.872340426,,y,n,0.2,0.3,3.761904762,50.15853659,3.789706233,0.821673789,0.914607601,
3,8/29/2018,55,B,f,10.1,2.95,7.75,2.35,47.6,0.1,0.796610169,1.044444444,,n,n,0.2,-0.6,3.761904762,50.15853659,2.861578691,0.923897605,0.956352317,
3,8/29/2018,56,B,f,9.95,2.65,7.75,2.2,43.7,-0.4,0.830188679,0.846153846,,y,y,2,-0.45,3.761904762,50.15853659,3.69507422,0.900984381,0.785771567,
3,8/29/2018,60,B,f,9.45,1.55,7.9,1.55,40.6,-0.2,1,0.885714286,,n,n,0.2,0,3.761904762,50.15853659,3.433565746,0.78513431,0.862690366,
3,8/29/2018,62,B,f,9.1,0.95,8.2,0.9,NA,-0.05,0.947368421,0.947368421,,n,n,0,-0.05,3.761904762,50.15853659,NA,NA,NA,
3,8/29/2018,63,,f,9.25,1.25,7.75,1.5,38.8,0.25,1.2,1.2,,n,n,2,0.25,3.761904762,50.15853659,3.940878447,0.964463308,0.964463308,
3,8/29/2018,64,B,f,10.2,2.35,8.2,2,NA,-0.15,0.85106383,0.930232558,,y,n,0,-0.35,3.761904762,50.15853659,NA,NA,NA,
3,8/29/2018,66,B,f,9.9,1.85,7.75,2.15,45,0.3,1.162162162,1.162162162,,n,n,0.2,0.3,3.761904762,50.15853659,3.234043423,1.108259755,1.462301692,
3,8/29/2018,67,B,f,8.85,1.75,7.75,1.1,41.7,-0.25,0.628571429,0.814814815,,y,n,2,-0.65,3.761904762,50.15853659,2.203588818,0.768678779,0.599167586,
3,8/29/2018,70,B,f,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,
3,8/29/2018,73,B,f,10.25,1.9,8.05,2.2,NA,0,1.157894737,1,,n,n,0.02,0.3,3.761904762,50.15853659,NA,NA,NA,
3,8/29/2018,74,B,f,10.5,2.6,7.8,2.7,46.8,-0.05,1.038461538,0.981818182,,y,n,2,0.1,3.761904762,50.15853659,3.504236031,0.889806669,0.843108245,
3,8/29/2018,75,B,f,10.5,2.45,8.05,2.45,NA,-0.25,1,0.907407407,,y,n,0.02,0,3.761904762,50.15853659,NA,NA,NA,
3,8/29/2018,76,B,f,10.45,2.5,7.75,2.7,45.9,0.15,1.08,1.058823529,,n,n,0,0.2,3.761904762,50.15853659,3.769798384,0.952614371,1.055549075,
3,8/29/2018,77,B,f,11.05,2.6,8.2,2.85,NA,-0.15,1.096153846,0.95,,y,y,0,0.25,3.761904762,50.15853659,NA,NA,NA,
3,8/29/2018,78,B,f,10.2,2.3,8.05,2.15,NA,-0.15,0.934782609,0.934782609,,n,n,0.02,-0.15,3.761904762,50.15853659,NA,NA,NA,
3,8/29/2018,79,B,f,10.45,2.9,7.85,2.6,46.4,-0.3,0.896551724,0.896551724,,y,y,0.2,-0.3,3.761904762,50.15853659,3.485193024,1.121791301,0.811342067,
3,8/29/2018,80,A,f,10.35,2.5,7.75,2.6,43.5,0.1,1.04,1.04,,n,n,0,0.1,3.761904762,50.15853659,4.442917253,1.163879238,1.119508206,
3,8/29/2018,81,A,f,10.55,2.5,7.75,2.8,44.6,0.1,1.12,1.037037037,,y,y,0.02,0.3,3.761904762,50.15853659,4.355648122,1.047978454,0.803291319,
3,8/29/2018,82,A,f,10.1,1.5,8,2.1,NA,0.35,1.4,1.2,,n,n,0.02,0.6,3.761904762,50.15853659,NA,NA,NA,
4,9/5/2018,2,A,m,13.4,5.15,7.75,5.65,56,0.4,1.097087379,1.076190476,,n,n,0.2,0.5,3.862903226,51.73225806,4.159698523,1.368407053,1.379121665,
4,9/5/2018,3,A,m,11.85,3.95,7.75,4.1,57.3,0,1.037974684,1,,n,n,2,0.15,3.862903226,51.73225806,2.762468109,0.927110023,0.898547229,
4,9/5/2018,4,A,m,12.45,4.8,7.75,4.7,59.5,0.3,0.979166667,1.068181818,,n,n,0.02,-0.1,3.862903226,51.73225806,2.737821463,1.109913414,1.021170761,
4,9/5/2018,5,A,m,11.3,3.75,7.75,3.55,52.8,0.15,0.946666667,1.044117647,,n,n,2,-0.2,3.862903226,51.73225806,3.280611431,1.212617334,1.004667448,
4,9/5/2018,6,A,m,13.05,5.85,7.75,5.3,58.5,0.4,0.905982906,1.081632653,,n,n,0.2,-0.55,3.862903226,51.73225806,3.2962364,NA,1.041019184,
4,9/5/2018,7,A,m,13.6,5.95,7.75,5.85,60.7,-0.3,0.983193277,0.951219512,,n,n,2,-0.1,3.862903226,51.73225806,3.154751068,NA,0.871949931,
4,9/5/2018,8,A,m,14.45,6.05,7.75,6.7,63.3,0.15,1.107438017,1.022900763,,n,n,0,0.65,3.862903226,51.73225806,3.072707194,1.092691105,0.978524803,
4,9/5/2018,9,A,m,13.75,6.3,7.75,6,62,-0.2,0.952380952,0.967741935,,n,n,0.2,-0.3,3.862903226,51.73225806,2.981330946,NA,1.04876793,
4,9/5/2018,10,A,m,13.15,5.4,7.75,5.4,61.5,0.2,1,1.038461538,,n,n,2,0,3.862903226,51.73225806,2.768451257,1.005805015,0.758855714,
4,9/5/2018,11,A,m,12.25,4.6,7.75,4.5,55.6,0.35,0.97826087,1.084337349,,n,n,0.02,-0.1,3.862903226,51.73225806,3.406058078,NA,0.945273065,
4,9/5/2018,12,A,m,11.55,3.2,7.75,3.8,55.9,-0.05,1.1875,0.987012987,,n,n,0,0.6,3.862903226,51.73225806,2.817055894,NA,1.04970217,
4,9/5/2018,13,A,m,13.05,4.75,7.75,5.3,59.5,0.4,1.115789474,1.081632653,,n,n,2,0.55,3.862903226,51.73225806,3.087330585,1.088177663,0.868808978,
4,9/5/2018,14,A,m,14.75,6.5,7.75,7,62.8,0.4,1.076923077,1.060606061,,n,n,0.02,0.5,3.862903226,51.73225806,3.310156364,NA,1.141940091,
4,9/5/2018,15,A,f,11,3.1,7.75,3.25,47.4,,1.048387097,0.955882353,,n,n,0,0.15,3.862903226,51.73225806,4.556258713,NA,1.156169486,
4,9/5/2018,16,A,m,14.25,6.45,7.75,6.5,61.9,-0.1,1.007751938,0.984848485,,n,n,2,0.05,3.862903226,51.73225806,3.249977437,1.066677657,1.021496707,
4,9/5/2018,17,A,m,13.65,5.3,7.75,5.9,57.8,0.5,1.113207547,1.092592593,,n,n,0.02,0.6,3.862903226,51.73225806,3.844057346,1.128945932,1.027525082,?
4,9/5/2018,18,A,f,10.2,2.15,7.75,2.45,41.4,-0.1,1.139534884,0.960784314,,y,y,0.2,0.3,3.862903226,51.73225806,5.793550908,NA,1.456024351,
4,9/5/2018,19,A,m,13.2,5.2,7.75,5.45,57.3,-0.1,1.048076923,0.981981982,,n,n,0.2,0.25,3.862903226,51.73225806,3.672061266,1.172623036,1.181402224,
4,9/5/2018,21,A,m,13.4,5.55,7.75,5.65,55.3,0.35,1.018018018,1.066037736,,n,n,0.2,0.1,3.862903226,51.73225806,4.366811983,1.404617045,1.198806088,
4,9/5/2018,22,A,m,12.55,5.35,7.75,4.8,61,-0.05,0.897196262,0.989690722,,n,n,0.02,-0.55,3.862903226,51.73225806,2.539682553,NA,0.566103422,
4,9/5/2018,23,A,f,9.8,2.5,7.75,2.05,45.6,-0.15,0.82,0.931818182,,n,n,2,-0.45,3.862903226,51.73225806,3.337550117,0.88013666,0.989058159,
4,9/5/2018,24,A,m,13.2,5.15,7.75,5.45,57.2,0.2,1.058252427,1.038095238,,n,n,0.2,0.3,3.862903226,51.73225806,3.696922025,NA,0.839130731,
4,9/5/2018,25,A,m,11.95,4,7.75,4.2,55.8,0.2,1.05,1.05,,n,n,0.02,0.2,3.862903226,51.73225806,3.135198091,NA,1.078384187,
4,9/5/2018,26,B,f,10.35,2.25,7.75,2.6,46.9,-0.1,1.155555556,0.962962963,,n,n,0,0.35,3.862903226,51.73225806,3.797422855,0.9666652,1.031053122,
4,9/5/2018,27,A,f,10.45,2.6,7.75,2.7,47.3,0.15,1.038461538,1.058823529,,n,n,0,0.1,3.862903226,51.73225806,3.816206244,1.089533721,1.136757056,
4,9/5/2018,28,A,m,13.15,5.4,7.75,5.4,57.6,0.05,1,1.009345794,,n,n,0.2,0,3.862903226,51.73225806,3.565715154,NA,0.94701294,
4,9/5/2018,30,A,m,12.6,4.7,7.75,4.85,59.4,0.05,1.031914894,1.010416667,,n,n,0.02,0.15,3.862903226,51.73225806,2.843615909,0.958359084,0.752230926,
4,9/5/2018,32,A,m,14,6.2,7.75,6.25,59.8,-0.35,1.008064516,0.946969697,,n,n,0.2,0.05,3.862903226,51.73225806,3.570671189,0.983783417,1.092984834,
4,9/5/2018,33,A,m,13.75,5.95,7.75,6,63,-0.25,1.008403361,0.96,,n,n,2,0.05,3.862903226,51.73225806,2.802640635,0.810214623,0.93032408,
4,9/5/2018,34,A,m,14.3,6.15,7.75,6.55,58.4,0.15,1.06504065,1.0234375,,n,n,2,0.4,3.862903226,51.73225806,4.10066217,1.296978065,1.03278483,
4,9/5/2018,35,A,m,14.7,6.4,7.75,6.95,62,0.25,1.0859375,1.037313433,,n,n,0.02,0.55,3.862903226,51.73225806,3.453375013,1.130216381,0.906575614,
4,9/5/2018,36,A,m,13.4,5.65,7.75,5.65,60.9,0.05,1,1.008928571,,n,n,0,0,3.862903226,51.73225806,3.008424579,0.892225662,0.950911643,
4,9/5/2018,37,A,m,14.1,6,7.75,6.35,56.6,0.05,1.058333333,1.007936508,,n,n,0,0.35,3.862903226,51.73225806,4.486503966,NA,1.387337579,
4,9/5/2018,38,A,m,13.35,5.65,7.75,5.6,62.7,0.05,0.991150442,1.009009009,,n,n,0,-0.05,3.862903226,51.73225806,2.664477289,NA,0.989258894,
4,9/5/2018,40,B,m,14.4,6.4,7.75,6.65,63.9,0.05,1.0390625,1.007575758,,n,n,0,0.25,3.862903226,51.73225806,2.940635075,0.890729748,0.968661471,
4,9/5/2018,41,B,f,10,2.25,7.75,2.25,44.1,0.1,1,1.046511628,,n,n,0.02,0,3.862903226,51.73225806,4.168405528,1.076824553,0.805237631,
4,9/5/2018,42,B,f,9.75,1.85,7.75,2,45.5,0.15,1.081081081,1.081081081,,n,n,2,0.15,3.862903226,51.73225806,3.283877893,1.047784303,0.899463082,
4,9/5/2018,43,B,f,9.55,2.05,7.75,1.8,44.2,-0.05,0.87804878,0.972972973,,n,n,2,-0.25,3.862903226,51.73225806,3.305674518,0.769891272,1.048788675,
4,9/5/2018,44,B,m,12.05,4.35,7.75,4.3,55,-0.3,0.988505747,0.934782609,,n,n,0,-0.05,3.862903226,51.73225806,3.393988647,0.914236239,0.991212912,
4,9/5/2018,45,B,m,11.3,3.4,7.75,3.55,53.9,0.15,1.044117647,1.044117647,,n,n,0,0.15,3.862903226,51.73225806,3.029445216,NA,0.894207649,
4,9/5/2018,48,B,f,9.05,1.2,7.75,1.3,36.9,0.1,1.083333333,1.083333333,,n,n,0.02,0.1,3.862903226,51.73225806,4.794758354,1.19609257,1.175936583,
4,9/5/2018,49,B,f,8.9,1.4,7.75,1.15,40.3,0.05,0.821428571,1.045454545,,n,n,0.02,-0.25,3.862903226,51.73225806,3.017549313,1.034055183,0.789560245,
4,9/5/2018,52,B,f,9.15,1.85,7.75,1.4,39.1,0,0.756756757,1,,n,n,0.2,-0.45,3.862903226,51.73225806,4.128553154,1.144373919,1.156781351,
4,9/5/2018,53,B,f,10.15,2.2,7.75,2.4,46.8,0.05,1.090909091,1.021276596,,n,n,0.2,0.2,3.862903226,51.73225806,3.534335109,1.177544537,1.13724593,
4,9/5/2018,54,B,f,9.9,1.75,7.75,2.15,42.9,0.1,1.228571429,1.048780488,,n,n,0.2,0.4,3.862903226,51.73225806,4.431068837,1.169238079,1.069394035,
4,9/5/2018,55,B,f,10,2.95,7.75,2.25,46.1,-0.1,0.762711864,0.957446809,,n,n,0.2,-0.7,3.862903226,51.73225806,3.512055931,1.227314119,1.173744701,
4,9/5/2018,56,B,f,10.35,2.65,7.75,2.6,43.8,0.4,0.981132075,1.181818182,,n,n,2,-0.05,3.862903226,51.73225806,4.945523711,1.338409844,1.0516844,
4,9/5/2018,60,B,f,9.9,1.55,7.75,2.15,42.9,0.6,1.387096774,1.387096774,,n,n,0.2,0.6,3.862903226,51.73225806,4.431068837,1.290515215,1.113315043,
4,9/5/2018,62,B,f,8.6,0.95,7.75,0.85,36,-0.05,0.894736842,0.944444444,,n,n,0,-0.1,3.862903226,51.73225806,3.448796365,NA,0.7618099,
4,9/5/2018,63,A,f,9.2,1.25,7.75,1.45,37.4,-0.05,1.16,0.966666667,,n,n,2,0.2,3.862903226,51.73225806,5.077054124,1.288305182,1.242523078,
4,9/5/2018,64,B,f,9.65,2.35,7.75,1.9,44.5,-0.1,0.808510638,0.95,died 9/9/2018,n,n,0,-0.45,3.862903226,51.73225806,3.399327238,NA,1.004545797,
4,9/5/2018,66,B,f,9.95,1.85,7.75,2.2,44,0.05,1.189189189,1.023255814,,n,n,0.2,0.35,3.862903226,51.73225806,4.111673419,1.27137236,1.859129953,
4,9/5/2018,67,A,f,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,
4,9/5/2018,70,B,f,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,
4,9/5/2018,73,B,f,10,1.9,7.75,2.25,47.7,0.05,1.184210526,1.022727273,,n,n,0.02,0.35,3.862903226,51.73225806,3.078385708,NA,1.057303511,
4,9/5/2018,74,B,f,10.4,2.6,7.75,2.65,44.7,-0.05,1.019230769,0.981481481,,n,n,2,0.05,3.862903226,51.73225806,4.659745485,1.329746468,1.121120211,
4,9/5/2018,75,B,f,10.15,2.45,7.75,2.4,45.7,-0.05,0.979591837,0.979591837,,y,n,0.02,-0.05,3.862903226,51.73225806,3.874451019,NA,0.88439631,
4,9/5/2018,76,B,f,10.55,2.5,7.75,2.8,47.5,0.1,1.12,1.037037037,,y,n,0,0.3,3.862903226,51.73225806,3.89356523,1.032831158,1.090203973,
4,9/5/2018,77,B,f,10.25,2.6,7.75,2.5,45.4,-0.35,0.961538462,0.877192982,,n,n,0,-0.1,3.862903226,51.73225806,4.139884133,NA,1.121066363,
4,9/5/2018,78,B,f,9.9,2.3,7.75,2.15,46.7,0,0.934782609,1,,y,n,0.02,-0.15,3.862903226,51.73225806,3.192445369,NA,0.775449756,
4,9/5/2018,79,B,f,10.3,2.9,7.75,2.55,50.4,-0.05,0.879310345,0.980769231,,y,n,0.2,-0.35,3.862903226,51.73225806,2.820397665,0.809251495,0.65657978,
4,9/5/2018,80,A,f,10.35,2.5,7.75,2.6,44.7,0,1.04,1,,n,n,0,0.1,3.862903226,51.73225806,4.571825759,1.029014384,1.151990047,
4,9/5/2018,81,A,f,10.55,2.5,7.75,2.8,44.8,0,1.12,1,,y,n,0.02,0.3,3.862903226,51.73225806,4.881186948,1.12065686,0.900213928,
4,9/5/2018,82,A,f,9.75,1.5,7.75,2,41.8,-0.1,1.333333333,0.952380952,,n,n,0.02,0.5,3.862903226,51.73225806,4.556983794,NA,1.675028867,
5,9/12/2018,2,A,m,13.25,5.15,7.75,5.5,59.9,-0.15,1.067961165,0.973451327,,n,n,0.2,0.35,3.930327869,51.3,2.990986506,0.71903925,0.991642608,
5,9/12/2018,3,A,m,12.1,3.95,7.8,4.3,55.8,0.2,1.088607595,1.048780488,,n,n,2,0.35,3.930327869,51.3,3.089906414,1.118531072,1.005052995,
5,9/12/2018,4,A,m,12.45,4.8,7.8,4.65,57.2,-0.05,0.96875,0.989361702,,n,n,0.02,-0.15,3.930327869,51.3,3.031323619,1.107202811,1.130643137,
5,9/12/2018,5,A,m,11.35,3.75,7.8,3.55,51.3,0,0.946666667,1,,n,n,2,-0.2,3.930327869,51.3,3.55,1.082115354,1.087166071,
5,9/12/2018,6,A,m,13.45,5.85,7.8,5.65,59.3,0.35,0.965811966,1.066037736,,n,n,0.2,-0.2,3.930327869,51.3,3.196569215,0.969763338,1.009542239,
5,9/12/2018,7,A,m,13.6,5.95,7.8,5.8,61.4,-0.05,0.974789916,0.991452991,,n,n,2,-0.15,3.930327869,51.3,2.861949389,0.907187073,0.791021706,
5,9/12/2018,8,A,m,14.6,6.05,7.8,6.8,61.6,0.1,1.123966942,1.014925373,,n,n,0,0.75,3.930327869,51.3,3.312774734,1.078129,1.054975967,
5,9/12/2018,9,A,m,13.95,6.3,7.8,6.15,61.1,0.15,0.976190476,1.025,,n,n,0.2,-0.15,3.930327869,51.3,3.093638126,1.037670149,1.088275174,
5,9/12/2018,10,A,m,13.15,5.4,7.8,5.35,62.1,-0.05,0.990740741,0.990740741,,n,n,2,-0.05,3.930327869,51.3,2.52486309,0.912012839,0.692086154,
5,9/12/2018,11,A,m,12,4.6,7.75,4.25,58.3,-0.25,0.923913043,0.944444444,,n,n,0.02,-0.35,3.930327869,51.3,2.570718608,0.754748906,0.713443811,
5,9/12/2018,12,A,m,11.75,3.2,7.75,4,52.5,0.2,1.25,1.052631579,,n,n,0,0.8,3.930327869,51.3,3.652513934,1.296571339,1.361013749,
5,9/12/2018,13,A,m,12.75,4.75,7.8,4.95,56.2,-0.35,1.042105263,0.933962264,,n,n,2,0.2,3.930327869,51.3,3.458515559,1.120228451,0.973264536,
5,9/12/2018,14,A,m,14.75,6.5,7.75,7,61.6,0,1.076923077,1,,n,n,0.02,0.5,3.930327869,51.3,3.410209285,1.030226041,1.176456419,
5,9/12/2018,15,A,f,10.85,3.1,7.75,3.1,49.4,-0.15,1,0.953846154,,n,n,0,0,3.930327869,51.3,3.595683054,0.78917447,0.912419441,
5,9/12/2018,16,A,m,14.65,6.45,7.8,6.85,62.8,0.35,1.062015504,1.053846154,,n,n,2,0.4,3.930327869,51.3,3.093439422,0.951834123,0.972295422,
5,9/12/2018,17,A,m,13.5,5.3,7.75,5.75,57.7,-0.15,1.08490566,0.974576271,,n,n,0.02,0.45,3.930327869,51.3,3.622358281,0.942326806,0.968264429,?
5,9/12/2018,18,A,f,10.45,2.15,7.8,2.65,44.2,0.2,1.23255814,1.081632653,,n,n,0.2,0.5,3.930327869,51.3,4.759034047,0.821436477,1.196031513,
5,9/12/2018,19,A,m,13.3,5.2,7.8,5.5,58.6,0.05,1.057692308,1.009174312,,n,n,0.2,0.3,3.930327869,51.3,3.260373534,0.887886475,1.048951056,
5,9/12/2018,21,A,m,13.05,5.55,7.75,5.3,58.7,-0.35,0.954954955,0.938053097,,n,n,0.2,-0.25,3.930327869,51.3,3.120830556,0.714670237,0.856751032,
5,9/12/2018,22,A,m,12.3,5.35,7.75,4.55,56.3,-0.25,0.85046729,0.947916667,,n,n,0.02,-0.8,3.930327869,51.3,3.156904228,1.243031033,0.703684121,
5,9/12/2018,23,A,f,10.15,2.5,7.8,2.35,44.2,0.3,0.94,1.146341463,,n,n,2,-0.15,3.930327869,51.3,4.220275475,1.264483027,1.250647255,
5,9/12/2018,24,A,m,13.2,5.15,7.8,5.4,54.2,-0.05,1.048543689,0.990825688,,n,n,0.2,0.25,3.930327869,51.3,4.350407896,1.176764851,0.98745955,
5,9/12/2018,25,A,m,12.1,4,7.75,4.35,53.8,0.15,1.0875,1.035714286,,n,n,0.02,0.35,3.930327869,51.3,3.608023712,1.150812041,1.241017506,
5,9/12/2018,26,B,f,10.55,2.25,7.75,2.8,46.5,0.2,1.244444444,1.076923077,,n,n,0,0.55,3.930327869,51.3,4.119487218,1.084811298,1.118498076,
5,9/12/2018,27,A,f,10.45,2.6,7.75,2.7,42.9,0,1.038461538,1,,n,n,0,0.1,3.930327869,51.3,5.452470356,1.428767212,1.62416121,
5,9/12/2018,28,A,m,13.35,5.4,7.8,5.55,55.9,0.15,1.027777778,1.027777778,,n,n,0.2,0.15,3.930327869,51.3,3.960167865,1.11062373,1.051775044,
5,9/12/2018,30,A,m,12.6,4.7,7.75,4.85,56.9,0,1.031914894,1,,n,n,0.02,0.15,3.930327869,51.3,3.227728702,1.135079,0.853841527,
5,9/12/2018,32,A,m,14,6.2,7.75,6.25,61.9,0,1.008064516,1,,n,n,0.2,0.05,3.930327869,51.3,2.987241034,0.836604906,0.914396474,
5,9/12/2018,33,A,m,14.05,5.95,7.8,6.25,58,0.25,1.050420168,1.041666667,,n,n,2,0.3,3.930327869,51.3,3.857907128,1.376525795,1.280615094,
5,9/12/2018,34,A,m,14.05,6.15,7.8,6.25,61.9,-0.3,1.016260163,0.954198473,,n,n,2,0.1,3.930327869,51.3,2.987241034,0.728477721,0.75236074,
5,9/12/2018,35,A,m,14.85,6.4,7.8,7.05,62,0.1,1.1015625,1.014388489,,n,n,0.02,0.65,3.930327869,51.3,3.348297565,0.969572535,0.878990816,
5,9/12/2018,36,A,m,13.2,5.65,7.8,5.4,58.9,-0.25,0.955752212,0.955752212,,n,n,0,-0.25,3.930327869,51.3,3.137489093,1.04290103,0.991706732,
5,9/12/2018,37,A,m,13.85,6,7.8,6.05,57.2,-0.3,1.008333333,0.952755906,,n,n,0,0.05,3.930327869,51.3,3.943980193,0.879076498,1.21957586,
5,9/12/2018,38,A,m,13.95,5.65,7.75,6.2,61,0.6,1.097345133,1.107142857,,n,n,0,0.55,3.930327869,51.3,3.138932835,1.178067026,1.165413282,
5,9/12/2018,40,B,m,14.65,6.4,7.8,6.85,63.2,0.2,1.0703125,1.030075188,,n,n,0,0.45,3.930327869,51.3,3.01719927,1.026036619,0.993882141,
5,9/12/2018,41,B,f,10.2,2.25,7.8,2.4,43.2,0.15,1.066666667,1.066666667,,n,n,0.02,0.15,3.930327869,51.3,4.715696341,1.131295002,0.910961308,
5,9/12/2018,42,B,f,10.1,1.85,7.8,2.3,44.3,0.3,1.243243243,1.15,,n,n,2,0.45,3.930327869,51.3,4.093957469,1.24668383,1.121346081,
5,9/12/2018,43,B,f,9.5,2.05,7.8,1.7,43.9,-0.1,0.829268293,0.944444444,,n,n,2,-0.35,3.930327869,51.3,3.135788644,0.948607804,0.994889122,
5,9/12/2018,44,B,m,12.55,4.35,7.8,4.75,55.3,0.45,1.091954023,1.104651163,,n,n,0,0.4,3.930327869,51.3,3.536180276,1.04189514,1.032739916,
5,9/12/2018,45,B,m,11.5,3.4,7.75,3.75,51.9,0.2,1.102941176,1.056338028,,n,n,0,0.35,3.930327869,51.3,3.58247477,1.182551429,1.057446534,
5,9/12/2018,48,B,f,9.25,1.2,7.8,1.45,37.6,0.15,1.208333333,1.115384615,,n,n,0.02,0.25,3.930327869,51.3,4.916830713,1.025459544,1.205875391,
5,9/12/2018,49,B,f,8.7,1.4,7.75,0.95,40,-0.2,0.678571429,0.826086957,,n,n,0.02,-0.45,3.930327869,51.3,2.525948623,0.837086112,0.660929916,
5,9/12/2018,52,B,f,9.2,1.85,7.8,1.4,37.4,0,0.756756757,1,,n,n,0.2,-0.45,3.930327869,51.3,4.847846751,1.174224134,1.358320579,
5,9/12/2018,53,B,f,10.4,2.2,7.75,2.65,44.9,0.25,1.204545455,1.104166667,,n,n,0.2,0.45,3.930327869,51.3,4.474020532,1.265873324,1.439609285,
5,9/12/2018,54,B,f,10.3,1.75,7.75,2.55,42,0.4,1.457142857,1.186046512,,n,n,0.2,0.8,3.930327869,51.3,5.597063001,1.263140612,1.350795035,
5,9/12/2018,55,B,f,10.2,2.95,7.8,2.4,45.3,0.15,0.813559322,1.066666667,,n,n,0.2,-0.55,3.930327869,51.3,3.91312989,1.114199195,1.307785401,
5,9/12/2018,56,B,f,10.45,2.65,7.75,2.7,47.6,0.1,1.018867925,1.038461538,,y,n,2,0.05,3.930327869,51.3,3.623600776,0.732703145,0.770572468,
5,9/12/2018,60,B,f,9.6,1.55,7.8,1.8,44.7,-0.35,1.161290323,0.837209302,,n,n,0.2,0.25,3.930327869,51.3,3.092749845,0.697969262,0.777059679,
5,9/12/2018,62,B,f,8.7,0.95,7.75,0.95,34.1,0.1,1,1.117647059,,n,n,0,0,3.930327869,51.3,4.729533354,1.371357672,1.04471385,
5,9/12/2018,63,A,f,9.15,1.25,7.75,1.4,35.3,-0.05,1.12,0.965517241,,n,n,2,0.15,3.930327869,51.3,6.08398193,1.198329145,1.488951618,
5,9/12/2018,64,B,f,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,
5,9/12/2018,66,B,f,9.8,1.85,7.75,2.05,42.5,-0.15,1.108108108,0.931818182,,y,y,0.2,0.2,3.930327869,51.3,4.29510126,1.044611481,1.942068494,
5,9/12/2018,67,A,f,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,
